id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
1011734931570704068,https://www.airbnb.com/rooms/1011734931570704068,20241228025327,2024-12-28,previous scrape,Luxury penthouse Cambridge,"This unique place has a style all its own. Penthouse finishes, high ceilings, big windows, and beautiful city & Charles River views. Only minutes away from TD Garden & downtown Boston. Includes plenty of amenity spaces such as a fitness center, a few outdoor spaces with grills, a pool, a sports & bar lounge, and more.<br /><br />Side note: this was a large one bedroom penthouse & we added two more full size beds & an electronic curtain divider to divide the living room from the second bedroom.",,https://a0.muscache.com/pictures/hosting/Hosting-1011734931570704068/original/6508710e-6f23-4879-ab03-5bd7cebb93d9.jpeg,497589293,https://www.airbnb.com/users/show/497589293,Rafael,2023-01-23,,"",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/User-497589293/original/8e9b1074-d09a-4175-9cac-622933990aa4.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-497589293/original/8e9b1074-d09a-4175-9cac-622933990aa4.jpeg?aki_policy=profile_x_medium,East Cambridge,7,9,['phone'],t,t,,East Cambridge,,42.3715907299609,-71.07413857882474,Entire rental unit,Entire home/apt,4,,1 bath,2,,"[""Essentials"", ""Central air conditioning"", ""Wifi"", ""Stainless steel single oven"", ""Shared gym in building"", ""Self check-in"", ""Elevator"", ""Freezer"", ""Conditioner"", ""Electric stove"", ""Outdoor dining area"", ""BBQ grill"", ""Paid parking garage on premises"", ""Body soap"", ""Shower gel"", ""Smoke alarm"", ""Keypad"", ""Hot water"", ""Refrigerator"", ""Pool table"", ""Dedicated workspace"", ""Hangers"", ""Central heating"", ""Dishes and silverware"", ""Shampoo"", ""Dishwasher"", ""Fire pit"", ""City skyline view"", ""Free dryer \u2013 In unit"", ""Cooking basics"", ""River view"", ""Microwave"", ""Outdoor furniture"", ""Washer"", ""TV"", ""Iron"", ""Exercise equipment"", ""Pool"", ""Hair dryer"", ""Kitchen""]",,3,60,3,3,60,60,3.0,60.0,,t,0,0,0,0,2024-12-28,17,15,0,2023-11-12,2024-09-02,4.47,4.47,4.35,4.88,4.71,4.82,4.47,,t,3,3,0,0,1.23
1012181677465302115,https://www.airbnb.com/rooms/1012181677465302115,20241228025327,2024-12-28,city scrape,Great Location Queen Bed w/ Desk,"You're renting the bedroom pictured with a queen bed. The other bedrooms will be rented by other guests. The bathroom will be shared and cleaned weekly. Bedroom door has a lock. The perfect location near one of the world's most coveted institutions.<br /><br />This apartment is near:<br />*MIT, MGH, & Charles River<br />*Kendall Square biotech and shops<br />*Red Line T stop<br />*Grocery store<br /><br />This apartment has:<br />*Queen bed<br />*Workspace in room<br />*High speed wifi<br />*In Unit Laundry<br />*Bedroom Door Locks<br /><br />ID required after booking.",Classic Cambridge neighborhood. Tree lined streets with a mix of old and modern houses. There are multiple nearby parks sprinkled throughout the nearby streets. And you can walk along the Charles River just a few blocks away.<br /><br />Nearby you'll find plenty of shopping options in with a large grocery store a 10 min walk away. You'll be near the Cambridgeside Galleria with its shops and food options. And Kendall Square and Central Square provide more options to eat at.,https://a0.muscache.com/pictures/miso/Hosting-1012181677465302115/original/eecc8ba9-c620-45fd-94f6-6b11eff17c72.jpeg,43450256,https://www.airbnb.com/users/show/43450256,Steve,2015-09-05,"Cambridge, MA","",within an hour,88%,59%,f,https://a0.muscache.com/im/users/43450256/profile_pic/1441495503/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/43450256/profile_pic/1441495503/original.jpg?aki_policy=profile_x_medium,Cambridge,124,180,"['email', 'phone']",t,t,Neighborhood highlights,East Cambridge,,42.36879688823481,-71.08008152185563,Private room in rental unit,Private room,2,1.0,1 shared bath,1,1,"[""Essentials"", ""Wifi"", ""Bed linens"", ""Freezer"", ""Window AC unit"", ""Carbon monoxide alarm"", ""Cleaning products"", ""Heating"", ""Stove"", ""Shower gel"", ""Dining table"", ""Wine glasses"", ""Smoke alarm"", ""Baking sheet"", ""Toaster"", ""Cleaning available during stay"", ""Hot water"", ""Refrigerator"", ""Oven"", ""Dedicated workspace"", ""Hangers"", ""Coffee maker"", ""Dishes and silverware"", ""Shampoo"", ""Lock on bedroom door"", ""Dishwasher"", ""Hot water kettle"", ""Long term stays allowed"", ""Free dryer \u2013 In unit"", ""Clothing storage"", ""Microwave"", ""Free washer \u2013 In unit"", ""TV"", ""Iron"", ""Hair dryer"", ""Kitchen""]",$61.00,3,365,1,3,365,365,2.2,365.0,,t,24,54,77,348,2024-12-28,14,13,0,2023-12-08,2024-11-22,4.71,4.64,4.71,5.0,5.0,4.93,4.5,,f,61,30,31,0,1.09
1013823872242904086,https://www.airbnb.com/rooms/1013823872242904086,20241228025327,2024-12-28,city scrape,Beautiful seaport 2 bed 2 bath  1 king bed 2 twin,This unique place has a style all its own.,,https://a0.muscache.com/pictures/hosting/Hosting-1013823872242904086/original/a3586ef0-be90-4593-bf5a-bbe38d461e70.jpeg,163848078,https://www.airbnb.com/users/show/163848078,Adam,2017-12-23,"Boston, MA","",within an hour,94%,78%,f,https://a0.muscache.com/im/pictures/user/169ae9df-ed9d-43f5-a36c-30fbe1d8ad4c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/169ae9df-ed9d-43f5-a36c-30fbe1d8ad4c.jpg?aki_policy=profile_x_medium,Fenway–Kenmore,102,144,['phone'],t,t,,East Cambridge,,42.36971056912292,-71.07415878368238,Entire rental unit,Entire home/apt,5,2.0,2 baths,2,1,"[""Essentials"", ""Wifi"", ""Conditioner"", ""Carbon monoxide alarm"", ""Outdoor dining area"", ""Body soap"", ""Pets allowed"", ""Smoke alarm"", ""Bidet"", ""Hot water"", ""Dedicated workspace"", ""Hangers"", ""Central heating"", ""Dishes and silverware"", ""Shampoo"", ""Free dryer \u2013 In unit"", ""Cooking basics"", ""Air conditioning"", ""Washer"", ""TV"", ""Iron"", ""Exercise equipment"", ""Hair dryer"", ""Kitchen""]",$349.00,1,365,1,1,365,365,1.0,365.0,,t,30,60,90,303,2024-12-28,14,14,0,2024-06-15,2024-11-11,4.64,5.0,4.64,4.71,4.21,4.86,4.5,Str-068357,f,3,3,0,0,2.13
1015928386706711468,https://www.airbnb.com/rooms/1015928386706711468,20241228025327,2024-12-28,city scrape,Well Located 3 Bed w/ Free Parking in Kendall Sq,"Economy unit (bit of an older building) in Kendall Square. Very central location that is within walking distance to Kendall Square, MIT, Galleria shops, the Charles River, and other great spots of Cambridge/Boston.<br /><br />Free parking is not on site but a couple blocks away. Please message first to clarify if it works for you.",Classic Cambridge neighborhood. Tree lined streets with a mix of old and modern houses. There are multiple nearby parks sprinkled throughout the nearby streets. And you can walk along the Charles River just a few blocks away.<br /><br />Nearby you'll find plenty of shopping options in with a large grocery store a 10 min walk away. You'll be near the Cambridgeside Galleria with its shops and food options. And Kendall Square and Central Square provide more options to eat at.,https://a0.muscache.com/pictures/miso/Hosting-1015928386706711468/original/ee8a8e19-6e26-4b1d-ab8a-780cf4849e60.jpeg,43450256,https://www.airbnb.com/users/show/43450256,Steve,2015-09-05,"Cambridge, MA","",within an hour,88%,59%,f,https://a0.muscache.com/im/users/43450256/profile_pic/1441495503/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/43450256/profile_pic/1441495503/original.jpg?aki_policy=profile_x_medium,Cambridge,124,180,"['email', 'phone']",t,t,Neighborhood highlights,East Cambridge,,42.36832855788016,-71.07995832423157,Entire rental unit,Entire home/apt,6,1.0,1 bath,3,3,"[""Essentials"", ""Wifi"", ""Bed linens"", ""Freezer"", ""Window AC unit"", ""Carbon monoxide alarm"", ""Cleaning products"", ""Heating"", ""Stove"", ""Shower gel"", ""Dining table"", ""Wine glasses"", ""Smoke alarm"", ""Baking sheet"", ""Toaster"", ""Cleaning available during stay"", ""Hot water"", ""Free parking on premises \u2013 1 space"", ""Refrigerator"", ""Oven"", ""Dedicated workspace"", ""Hangers"", ""Coffee maker"", ""Paid parking off premises"", ""Dishes and silverware"", ""Private entrance"", ""Shampoo"", ""Dishwasher"", ""Hot water kettle"", ""Long term stays allowed"", ""Free dryer \u2013 In unit"", ""Clothing storage"", ""Microwave"", ""Free washer \u2013 In unit"", ""TV"", ""Iron"", ""Hair dryer"", ""Kitchen""]",$128.00,4,365,1,4,365,365,2.4,365.0,,t,23,53,76,340,2024-12-28,19,13,0,2023-11-10,2024-10-06,4.11,4.26,4.16,4.63,4.37,4.21,3.84,,f,61,30,31,0,1.37
1017640623181592654,https://www.airbnb.com/rooms/1017640623181592654,20241228025327,2024-12-28,city scrape,Private Bedroom Walk to Harvard and T Stations,"This is a very small private bedroom, with shared kitchen and 2shared bathrooms. The room has a double bed, open rack with hangers. The room does not have desk. Good for one person only. The room does NOT come with a parking space. We have central controlled heating system for the house, as well as a window AC installed for the room. The share kitchen on the 2nd floor is stocked with pots, pans, basic seasonings, simple complimentary snacks and cup noodles. Tap water in Cambridge is drinkable.",,https://a0.muscache.com/pictures/hosting/Hosting-1017640623181592654/original/5f4b27ec-85a0-4cba-8e9e-6322d464cd22.jpeg,93503221,https://www.airbnb.com/users/show/93503221,Lynne,2016-09-04,"Boston, MA","I love traveling, designing, cuisines, and inspiring conversations. ",within an hour,96%,100%,f,https://a0.muscache.com/im/pictures/user/aa9dad5c-4f6c-49d8-86b2-f7d6419c62ff.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/aa9dad5c-4f6c-49d8-86b2-f7d6419c62ff.jpg?aki_policy=profile_x_medium,East Somerville,14,26,"['email', 'phone', 'work_email']",t,t,,Mid-Cambridge,,42.37485,-71.10479,Private room in home,Private room,2,1.0,1 shared bath,0,1,"[""Essentials"", ""Wifi"", ""Self check-in"", ""Bed linens"", ""Carbon monoxide alarm"", ""Heating"", ""Dryer"", ""Shower gel"", ""Smoke alarm"", ""Keypad"", ""First aid kit"", ""Hot water"", ""Hangers"", ""Shampoo"", ""Extra pillows and blankets"", ""Hot water kettle"", ""Microwave"", ""Air conditioning"", ""Exterior security cameras on property"", ""Washer"", ""Iron"", ""Hair dryer"", ""Kitchen""]",$39.00,1,365,1,1,365,365,1.0,365.0,,t,27,57,87,87,2024-12-28,24,24,2,2024-03-12,2024-12-11,4.58,4.54,4.46,4.96,4.83,4.67,4.42,,f,6,0,6,0,2.47
1018705929755251305,https://www.airbnb.com/rooms/1018705929755251305,20241228025327,2024-12-28,city scrape,"Awesome Apt, Fantastic Location!","Our wonderful 1 bedroom is ideally located between Central and Harvard Sq. Easy walk to Red line T and all Bus lines, Whole Foods, great restaurants, MIT and Harvard. Quiet building ... awesome place! <br />PLEASE NOTE: it is on the 4th floor and there is NOT an elevator",,https://a0.muscache.com/pictures/miso/Hosting-1018705929755251305/original/4c4a59df-f546-4374-95a9-3b001e3f8689.jpeg,106515163,https://www.airbnb.com/users/show/106515163,Kevin,2016-12-07,"Cambridge, MA","",within an hour,100%,86%,f,https://a0.muscache.com/im/pictures/user/ca94023d-cab9-4598-b946-6d2587bc0401.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ca94023d-cab9-4598-b946-6d2587bc0401.jpg?aki_policy=profile_x_medium,Mid-Cambridge,2,2,"['email', 'phone']",t,t,,Mid-Cambridge,,42.37014,-71.11024,Entire rental unit,Entire home/apt,2,1.0,1 bath,1,1,"[""Essentials"", ""Wifi"", ""Portable heater"", ""Bed linens"", ""Conditioner"", ""Window AC unit"", ""Cleaning products"", ""Bathtub"", ""Body soap"", ""Drying rack for clothing"", ""Dining table"", ""Wine glasses"", ""50 inch HDTV"", ""Smoke alarm"", ""Portable fans"", ""Hot water"", ""Oven"", ""Dedicated workspace"", ""Coffee maker"", ""Central heating"", ""Dishes and silverware"", ""Shampoo"", ""Cooking basics"", ""Clothing storage"", ""Microwave"", ""Paid washer \u2013 In building"", ""Fire extinguisher"", ""Hair dryer"", ""Kitchen""]",$185.00,7,60,7,7,60,60,7.0,60.0,,t,20,20,20,111,2024-12-28,3,3,0,2024-05-14,2024-10-26,5.0,4.33,4.67,5.0,5.0,5.0,4.33,C0458980491,f,1,1,0,0,0.39
1020115334294372563,https://www.airbnb.com/rooms/1020115334294372563,20241228025327,2024-12-28,city scrape,"Blueground | Central Sq, gym, nr shops & dining","Discover the best of Cambridge, with this one bedroom apartment in Central Square. with views over the city. It’ll be easy to simply show up and start living in this elegantly Blueground furnished apartment with its fully-equipped kitchen, pretty living room, and our dedicated, on-the-ground support. (ID #BOS950)","This furnished apartment is located in Central Square, Cambridge, which is centered on the junction of Massachusetts Avenue, Prospect Street and Western Avenue. The diverse area is well known for its wide variety of ethnic restaurants, bars, live music and theatre venues. Many startups have moved research and office operations into the Square to take advantage of the relatively low costs and the proximity to MIT. Nearly demolished in the 1950s, the neighborhood was spared and went so far as to experience a sort of renaissance. In 2012, the state of Massachusetts designated Central Square as an official Cultural District.",https://a0.muscache.com/pictures/prohost-api/Hosting-1020115334294372563/original/08b5b0b3-dfa6-410e-8451-cbfb5e9013ef.jpeg,107434423,https://www.airbnb.com/users/show/107434423,Blueground,2016-12-16,"New York, NY","We’re Blueground, a global proptech company with several thousand move-in-ready apartments in a growing number of major cities around the world. With flexible terms and homes in vibrant, centrally based neighborhoods, you’ll feel at home and free to roam for as long as you want — a month, a year, or longer. 

Each apartment is thoughtfully designed with exclusive furnishings, fully equipped kitchens, and incredible amenities – making every day a five-star experience. From day one, you’ll enjoy high-speed Wi-Fi, premium linens, and smart home entertainment. Plus, access to pools, gyms, and outdoor spaces in select buildings.

Why stress over your apartment? We provide a hassle-free alternative — a consistent, quality guest experience that starts even before you arrive. Because we let you book our most up-to-date apartment listings online, confirm with a click, pay securely, and check in easily. 

Even better? You can enhance your stay with car rentals, grocery delivery, laundry services, and more through our special partnerships. 

During your stay
Upon arrival, you’ll either be greeted personally by a Blueground team member or given self-check-in instructions. The entire apartment is yours! You’ll enjoy reliable support via email, phone, and our Guest App, where you can request everything from a home cleaning to extra towels. 

We’ll share all details upon confirmation of your stay.",within an hour,100%,97%,f,https://a0.muscache.com/im/pictures/user/d0ad9599-6fc0-4be6-865e-ffe99142517c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d0ad9599-6fc0-4be6-865e-ffe99142517c.jpg?aki_policy=profile_x_medium,Cambridge,4875,5131,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,The Port,,42.36375950000001,-71.10030499999999,Entire rental unit,Entire home/apt,2,1.0,1 bath,1,1,"[""Paid parking on premises"", ""Essentials"", ""Wifi"", ""Self check-in"", ""Elevator"", ""Bed linens"", ""Lockbox"", ""Carbon monoxide alarm"", ""High chair"", ""Heating"", ""Pets allowed"", ""Washer \u2013\u00a0In unit"", ""Smoke alarm"", ""Dryer \u2013\u00a0In unit"", ""Gym"", ""Hot water"", ""Refrigerator"", ""Oven"", ""Hangers"", ""Crib"", ""Coffee maker"", ""Private entrance"", ""Shampoo"", ""Dishwasher"", ""Long term stays allowed"", ""Cooking basics"", ""Microwave"", ""Air conditioning"", ""TV"", ""Iron"", ""Hair dryer"", ""Kitchen""]",$160.00,32,1125,31,334,1125,1125,37.8,1125.0,,t,0,0,0,210,2024-12-28,0,0,0,,,,,,,,,,,t,165,165,0,0,
1020324015375683573,https://www.airbnb.com/rooms/1020324015375683573,20241228025327,2024-12-28,previous scrape,Hot Deal Harvard Square 1 Bedroom,"Your family will be close to everything when you stay at this centrally-located place. It’s only one block away from Harvard Law School, you can walk to subway Red Line Harvard University train station which will take you downtown Boston and beyond.",,https://a0.muscache.com/pictures/miso/Hosting-1020324015375683573/original/b59a34b6-1cd6-406e-991f-543429662b98.jpeg,373675137,https://www.airbnb.com/users/show/373675137,Liya,2020-10-28,"Boston, MA",Teacher,within an hour,100%,96%,f,https://a0.muscache.com/im/pictures/user/User/original/82ce9a3e-1a37-404c-9169-0c10905b22ad.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/82ce9a3e-1a37-404c-9169-0c10905b22ad.jpeg?aki_policy=profile_x_medium,Harvard Square,217,375,"['email', 'phone']",t,t,,Agassiz,,42.38062371740519,-71.11778174146863,Private room in rental unit,Private room,1,,1 bath,,,"[""Essentials"", ""Wifi"", ""Bed linens"", ""Conditioner"", ""Carbon monoxide alarm"", ""Cleaning products"", ""Stove"", ""Body soap"", ""Dining table"", ""Paid dryer \u2013 In building"", ""Smoke alarm"", ""Hot water"", ""Refrigerator"", ""Dedicated workspace"", ""Hangers"", ""Coffee maker"", ""Central heating"", ""Dishes and silverware"", ""Shampoo"", ""Lock on bedroom door"", ""Cooking basics"", ""Clothing storage"", ""Microwave"", ""Paid washer \u2013 In building"", ""Air conditioning"", ""Fire extinguisher"", ""Exterior security cameras on property"", ""TV"", ""Kitchen""]",,29,365,1,29,365,365,26.0,365.0,,t,12,42,72,141,2024-12-28,0,0,0,,,,,,,,,,,f,68,20,48,0,
1020360905148404294,https://www.airbnb.com/rooms/1020360905148404294,20241228025327,2024-12-28,city scrape,Top Harvard Square 1 Bedroom,"You will be close to everything when you stay at this centrally-located place. It's only one block away from Havard Law School, you can walk to subway Red Line Havard University train station, which will take you to downtown Boston and beyond.",,https://a0.muscache.com/pictures/miso/Hosting-1020360905148404294/original/764f9eb7-87b7-4725-8b0d-e6dfb617d86e.jpeg,373675137,https://www.airbnb.com/users/show/373675137,Liya,2020-10-28,"Boston, MA",Teacher,within an hour,100%,96%,f,https://a0.muscache.com/im/pictures/user/User/original/82ce9a3e-1a37-404c-9169-0c10905b22ad.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/82ce9a3e-1a37-404c-9169-0c10905b22ad.jpeg?aki_policy=profile_x_medium,Harvard Square,217,375,"['email', 'phone']",t,t,,Agassiz,,42.38217,-71.11953,Private room in rental unit,Private room,2,1.0,1 shared bath,1,1,"[""Essentials"", ""Wifi"", ""Bed linens"", ""Conditioner"", ""Carbon monoxide alarm"", ""Cleaning products"", ""Stove"", ""Body soap"", ""Dining table"", ""Paid dryer \u2013 In building"", ""Smoke alarm"", ""Hot water"", ""Refrigerator"", ""Dedicated workspace"", ""Coffee maker"", ""Central heating"", ""Dishes and silverware"", ""Shampoo"", ""Lock on bedroom door"", ""Cooking basics"", ""Clothing storage"", ""Microwave"", ""Air conditioning"", ""Fire extinguisher"", ""Exterior security cameras on property"", ""Washer"", ""TV"", ""Kitchen""]",$56.00,29,365,1,29,365,365,26.7,365.0,,t,0,26,56,141,2024-12-28,4,4,0,2024-03-17,2024-10-14,5.0,5.0,5.0,5.0,5.0,5.0,4.75,,f,68,20,48,0,0.42
1020397499932511458,https://www.airbnb.com/rooms/1020397499932511458,20241228025327,2024-12-28,city scrape,Wonderful Harvard Square 1 Bedroom,"You will be close to everything when you stay at this centrally-located place. It's only one block away from Havard Law School, you can walk to subway Red Line Havard University train station, which will take you to downtown Boston and beyond.",,https://a0.muscache.com/pictures/miso/Hosting-1020397499932511458/original/8dba6b81-3913-4dcd-99a3-ef0ad2e25a67.jpeg,373675137,https://www.airbnb.com/users/show/373675137,Liya,2020-10-28,"Boston, MA",Teacher,within an hour,100%,96%,f,https://a0.muscache.com/im/pictures/user/User/original/82ce9a3e-1a37-404c-9169-0c10905b22ad.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/82ce9a3e-1a37-404c-9169-0c10905b22ad.jpeg?aki_policy=profile_x_medium,Harvard Square,217,375,"['email', 'phone']",t,t,,Neighborhood Nine,,42.38250909132982,-71.1197127510579,Private room in rental unit,Private room,3,1.0,1 shared bath,1,2,"[""Essentials"", ""Wifi"", ""Bed linens"", ""Conditioner"", ""Carbon monoxide alarm"", ""Cleaning products"", ""Stove"", ""Body soap"", ""Shower gel"", ""Dining table"", ""Paid dryer \u2013 In building"", ""Smoke alarm"", ""Hot water"", ""Refrigerator"", ""Dedicated workspace"", ""Coffee maker"", ""Central heating"", ""Dishes and silverware"", ""Shampoo"", ""Lock on bedroom door"", ""Cooking basics"", ""Clothing storage"", ""Microwave"", ""Paid washer \u2013 In building"", ""Air conditioning"", ""Fire extinguisher"", ""TV"", ""Kitchen""]",$67.00,29,365,1,29,365,365,27.0,365.0,,t,19,49,79,221,2024-12-28,9,9,0,2024-02-15,2024-11-25,5.0,4.89,4.89,5.0,5.0,5.0,4.89,,f,68,20,48,0,0.85
1020415606584592379,https://www.airbnb.com/rooms/1020415606584592379,20241228025327,2024-12-28,city scrape,Fantastic Harvard Square 1 Bedroom,"You will be close to everything when you stay at this centrally-located place. It's only one block away from Havard Law School, you can walk to subway Red Line Havard university train station which will take you to downtown Boston and beyond,",,https://a0.muscache.com/pictures/miso/Hosting-1020415606584592379/original/e5866944-807f-4dc8-8977-e5908e0dd4fa.jpeg,373675137,https://www.airbnb.com/users/show/373675137,Liya,2020-10-28,"Boston, MA",Teacher,within an hour,100%,96%,f,https://a0.muscache.com/im/pictures/user/User/original/82ce9a3e-1a37-404c-9169-0c10905b22ad.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/82ce9a3e-1a37-404c-9169-0c10905b22ad.jpeg?aki_policy=profile_x_medium,Harvard Square,217,375,"['email', 'phone']",t,t,,Agassiz,,42.38246,-71.11957,Private room in rental unit,Private room,2,1.0,1 shared bath,1,1,"[""Essentials"", ""Wifi"", ""Bed linens"", ""Conditioner"", ""Carbon monoxide alarm"", ""Cleaning products"", ""Stove"", ""Body soap"", ""Shower gel"", ""Dining table"", ""Paid dryer \u2013 In building"", ""Smoke alarm"", ""Hot water"", ""Refrigerator"", ""Dedicated workspace"", ""Coffee maker"", ""Central heating"", ""Dishes and silverware"", ""Shampoo"", ""Lock on bedroom door"", ""Cooking basics"", ""Clothing storage"", ""Microwave"", ""Paid washer \u2013 In building"", ""Air conditioning"", ""Fire extinguisher"", ""TV"", ""Kitchen""]",$51.00,29,365,1,29,365,365,26.0,365.0,,t,26,56,86,214,2024-12-28,4,4,0,2024-03-27,2024-06-15,5.0,4.5,5.0,5.0,5.0,5.0,4.5,,f,68,20,48,0,0.43
1021024681841646418,https://www.airbnb.com/rooms/1021024681841646418,20241228025327,2024-12-28,city scrape,Cozy Harvard Square 1 Bedroom,"You will be close to everything when you stay at this centrally-located place. It's only one block away from Harvard Law School, you can walk to subway Red Line Harvard University train station, which can take you to downtown Boston and beyond.",,https://a0.muscache.com/pictures/miso/Hosting-1021024681841646418/original/d3ac014f-ecd4-479f-a9c8-9fb60635cd3d.jpeg,373675137,https://www.airbnb.com/users/show/373675137,Liya,2020-10-28,"Boston, MA",Teacher,within an hour,100%,96%,f,https://a0.muscache.com/im/pictures/user/User/original/82ce9a3e-1a37-404c-9169-0c10905b22ad.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/82ce9a3e-1a37-404c-9169-0c10905b22ad.jpeg?aki_policy=profile_x_medium,Harvard Square,217,375,"['email', 'phone']",t,t,,Agassiz,,42.38025142546794,-71.11824899187155,Private room in rental unit,Private room,2,1.0,1 shared bath,1,1,"[""Essentials"", ""Wifi"", ""Bed linens"", ""Conditioner"", ""Carbon monoxide alarm"", ""Cleaning products"", ""Heating"", ""Body soap"", ""Dining table"", ""Paid dryer \u2013 In building"", ""Smoke alarm"", ""Hot water"", ""Refrigerator"", ""Dedicated workspace"", ""Hangers"", ""Coffee maker"", ""Dishes and silverware"", ""Shampoo"", ""Lock on bedroom door"", ""Cooking basics"", ""Clothing storage"", ""Microwave"", ""Paid washer \u2013 In building"", ""Air conditioning"", ""Fire extinguisher"", ""TV"", ""Kitchen""]",$51.00,29,365,1,29,365,365,26.0,365.0,,t,17,44,74,202,2024-12-28,5,5,0,2024-01-14,2024-10-24,4.6,4.8,4.8,4.6,4.8,5.0,4.8,,f,68,20,48,0,0.43
1021042132067577967,https://www.airbnb.com/rooms/1021042132067577967,20241228025327,2024-12-28,city scrape,Best 1 Bedroom on Harvard University Campus,"Your will be close to everything when you stay at this centrally-located place. It's only one block away from Harvard Law School, you can walk to subway Red Line Harvard University train station which will take you downtown Boston and beyond.",,https://a0.muscache.com/pictures/miso/Hosting-1021042132067577967/original/4b61b8d1-b241-467d-9038-235a37a6652c.jpeg,373675137,https://www.airbnb.com/users/show/373675137,Liya,2020-10-28,"Boston, MA",Teacher,within an hour,100%,96%,f,https://a0.muscache.com/im/pictures/user/User/original/82ce9a3e-1a37-404c-9169-0c10905b22ad.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/82ce9a3e-1a37-404c-9169-0c10905b22ad.jpeg?aki_policy=profile_x_medium,Harvard Square,217,375,"['email', 'phone']",t,t,,Agassiz,,42.382271850045726,-71.11950201548997,Private room in rental unit,Private room,2,1.0,1 shared bath,1,1,"[""Essentials"", ""Wifi"", ""Bed linens"", ""Conditioner"", ""Carbon monoxide alarm"", ""Cleaning products"", ""Stove"", ""Body soap"", ""Shower gel"", ""Dining table"", ""Paid dryer \u2013 In building"", ""Smoke alarm"", ""Hot water"", ""Refrigerator"", ""Dedicated workspace"", ""Coffee maker"", ""Central heating"", ""Dishes and silverware"", ""Shampoo"", ""Lock on bedroom door"", ""Cooking basics"", ""Clothing storage"", ""Microwave"", ""Paid washer \u2013 In building"", ""Air conditioning"", ""Fire extinguisher"", ""TV"", ""Kitchen""]",$53.00,29,365,1,29,365,365,26.0,365.0,,t,30,60,90,175,2024-12-28,0,0,0,,,,,,,,,,,f,68,20,48,0,
